task_id;hash;native_id;process;tag;name;status;exit;module;container;cpus;time;disk;memory;attempt;submit;start;complete;duration;realtime;queue;%cpu;%mem;rss;vmem;peak_rss;peak_vmem;rchar;wchar;syscr;syscw;read_bytes;write_bytes;vol_ctxt;inv_ctxt;workdir;scratch;error_action
1;81/7fb366;nf-817fb3660b46be785577f8113e3c359d;preprocessing:generateAnalysisMask;-;preprocessing:generateAnalysisMask;COMPLETED;0;-;davidfrantz/force:3.6.5;1;180000;-;524288000;1;1625513510986;1625513516000;1625513533000;22014;14512;-;90.2;0.1;25067520;86208512;25305088;86261760;69865645;3805688;26468;2283;7041024;5574656;373;27;/workdir/work/81/7fb3660b46be785577f8113e3c359d;true;-
2;21/239f1a;nf-21239f1a03da24eb68cb56f7d16ff73e;preprocessing:generateTileAllowList;-;preprocessing:generateTileAllowList;COMPLETED;0;-;davidfrantz/force;1;180000;-;524288000;1;1625513510807;1625513515000;1625513555000;44193;36424;-;74.3;0.1;31387648;398278656;31637504;398450688;71476175;4932865;27785;2535;55005184;7000064;610;38;/workdir/work/21/239f1a03da24eb68cb56f7d16ff73e;true;-
32;44/0acc62;nf-440acc6210c50624bb09d06468473e8a;preprocessing:preprocess;LT05_L1TP_183035_19870423_20170213_01_T1;preprocessing:preprocess (LT05_L1TP_183035_19870423_20170213_01_T1);COMPLETED;0;-;davidfrantz/force:3.6.5;2;1200000;-;4718592000;1;1625513564687;1625513573000;1625513770000;205313;196451;-;177.0;24.0;4027658240;5893734400;4027658240;5893787648;135121951;13302456;11643;1662;0;13418496;601;640;/workdir/work/44/0acc6210c50624bb09d06468473e8a;true;-
3;de/6fb545;nf-de6fb5451d814c3af9e5f621f0cc31e7;preprocessing:preprocess;LT05_L1TP_183035_20040811_20180309_01_T1;preprocessing:preprocess (LT05_L1TP_183035_20040811_20180309_01_T1);COMPLETED;0;-;davidfrantz/force:3.6.5;2;1200000;-;4718592000;1;1625513559999;1625513567000;1625513777000;217001;209227;-;177.0;24.2;4073263104;5942378496;4073263104;5942431744;112434025;18999713;10912;1837;0;19116032;531;697;/workdir/work/de/6fb5451d814c3af9e5f621f0cc31e7;true;-
4;14/0eb596;nf-140eb596da40dd35702a24516e4a1cde;preprocessing:preprocess;LT05_L1TP_183035_19980421_20180210_01_T1;preprocessing:preprocess (LT05_L1TP_183035_19980421_20180210_01_T1);COMPLETED;0;-;davidfrantz/force:3.6.5;2;1200000;-;4718592000;1;1625513560206;1625513566000;1625513772000;211794;205832;-;174.1;24.3;4082860032;5960581120;4082860032;5960634368;121553589;18587024;11350;1823;0;18706432;647;746;/workdir/work/14/0eb596da40dd35702a24516e4a1cde;true;-
19;42/ec2e9c;nf-42ec2e9c3b5eb9f6e874d6969579ca22;preprocessing:preprocess;LT05_L1TP_183035_19980304_20180210_01_T1;preprocessing:preprocess (LT05_L1TP_183035_19980304_20180210_01_T1);COMPLETED;0;-;davidfrantz/force:3.6.5;2;1200000;-;4718592000;1;1625513562410;1625513569000;1625513779000;216590;209174;-;176.4;24.2;4067975168;5943422976;4067975168;5943476224;119252152;13249878;11098;1661;0;13373440;550;680;/workdir/work/42/ec2e9c3b5eb9f6e874d6969579ca22;true;-
33;60/9d25f8;nf-609d25f88c098b8202d00978e56152e3;preprocessing:preprocess;LT05_L1TP_183035_19940715_20180616_01_T1;preprocessing:preprocess (LT05_L1TP_183035_19940715_20180616_01_T1);COMPLETED;0;-;davidfrantz/force:3.6.5;2;1200000;-;4718592000;1;1625513565007;1625513575000;1625513779000;213993;203367;-;172.8;23.8;3996913664;5867483136;3996913664;5867536384;103733210;6117118;10009;1444;0;6242304;593;608;/workdir/work/60/9d25f88c098b8202d00978e56152e3;true;-
28;f3/ba79c0;nf-f3ba79c05f4c3dd49187017c8a56782c;preprocessing:preprocess;LE07_L1TP_183035_20050923_20170112_01_T1;preprocessing:preprocess (LE07_L1TP_183035_20050923_20170112_01_T1);COMPLETED;0;-;davidfrantz/force:3.6.5;2;1200000;-;4718592000;1;1625513563999;1625513572000;1625513786000;222001;213591;-;175.2;24.6;4131139584;6009507840;4131139584;6009561088;123318210;6632038;11634;1459;0;6754304;577;743;/workdir/work/f3/ba79c05f4c3dd49187017c8a56782c;true;-
38;2b/c91f9a;nf-2bc91f9ae36603b2c872971370924172;preprocessing:preprocess;LE07_L1TP_183035_20030817_20170125_01_T1;preprocessing:preprocess (LE07_L1TP_183035_20030817_20170125_01_T1);COMPLETED;0;-;davidfrantz/force:3.6.5;2;1200000;-;4718592000;1;1625513566085;1625513573000;1625513784000;217915;211086;-;171.9;24.1;4057542656;5931429888;4057542656;5931483136;92262117;6019904;9802;1441;0;6139904;703;490;/workdir/work/2b/c91f9ae36603b2c872971370924172;true;-
6;c6/668c2e;nf-c6668c2e144830eb2b5f5a722b5ab449;preprocessing:preprocess;LT05_L1TP_183035_19980523_20180210_01_T1;preprocessing:preprocess (LT05_L1TP_183035_19980523_20180210_01_T1);COMPLETED;0;-;davidfrantz/force:3.6.5;2;1200000;-;4718592000;1;1625513560477;1625513566000;1625513797000;236523;230474;-;169.5;24.3;4082106368;5961752576;4082106368;5961805824;122205300;15527606;11293;1731;0;15654912;656;729;/workdir/work/c6/668c2e144830eb2b5f5a722b5ab449;true;-
