task_id;hash;native_id;process;tag;name;status;exit;module;container;cpus;time;disk;memory;attempt;submit;start;complete;duration;realtime;queue;%cpu;%mem;rss;vmem;peak_rss;peak_vmem;rchar;wchar;syscr;syscw;read_bytes;write_bytes;vol_ctxt;inv_ctxt;workdir;scratch;error_action
2;7a/9c14d3;nf-7a9c14d3b5948310c804700ee4d13dc8;preprocessing:generateAnalysisMask;-;preprocessing:generateAnalysisMask;COMPLETED;0;-;davidfrantz/force:3.6.5;1;180000;-;524288000;1;1625055790089;1625055794000;1625055809000;18911;13006;-;92.9;0.1;25026560;86212608;25268224;86265856;69908455;4084247;26477;2351;3473408;5992448;531;58;/workdir/work/7a/9c14d3b5948310c804700ee4d13dc8;true;-
1;aa/6956aa;nf-aa6956aa035fa2712e836d51e207695b;preprocessing:generateTileAllowList;-;preprocessing:generateTileAllowList;COMPLETED;0;-;davidfrantz/force;1;180000;-;524288000;1;1625055790199;1625055795000;1625055835000;44801;35372;-;75.4;0.1;29429760;398491648;29437952;398663680;71418482;5129495;27772;2583;54755328;7192576;641;61;/workdir/work/aa/6956aa035fa2712e836d51e207695b;true;-
37;e3/03a012;nf-e303a01217502b5ce2b97796753a51e5;preprocessing:preprocess;LT05_L1TP_183035_19990627_20180210_01_T1;preprocessing:preprocess (LT05_L1TP_183035_19990627_20180210_01_T1);COMPLETED;0;-;davidfrantz/force:3.6.5;2;1200000;-;4718592000;1;1625055853370;1625055864000;1625056059000;205630;195350;-;178.4;24.2;4072620032;5949255680;4072620032;5949308928;118736558;11881139;11305;1621;0;11997184;633;622;/workdir/work/e3/03a01217502b5ce2b97796753a51e5;true;-
33;a9/b17500;nf-a9b17500e3b6bd4cf850ebaeb20d4329;preprocessing:preprocess;LT05_L1TP_183035_19940715_20180616_01_T1;preprocessing:preprocess (LT05_L1TP_183035_19940715_20180616_01_T1);COMPLETED;0;-;davidfrantz/force:3.6.5;2;1200000;-;4718592000;1;1625055852750;1625055864000;1625056063000;210250;199429;-;178.6;23.8;3997306880;5867483136;3997306880;5867536384;103733198;6117115;10009;1444;0;6242304;701;663;/workdir/work/a9/b17500e3b6bd4cf850ebaeb20d4329;true;-
3;af/f7a334;nf-aff7a334c1d81cd5b2d23b094ed015c2;preprocessing:preprocess;LT05_L1TP_183035_20040811_20180309_01_T1;preprocessing:preprocess (LT05_L1TP_183035_20040811_20180309_01_T1);COMPLETED;0;-;davidfrantz/force:3.6.5;2;1200000;-;4718592000;1;1625055846964;1625055855000;1625056068000;221036;212907;-;177.1;24.2;4073070592;5942378496;4073070592;5942431744;112434005;18999710;10912;1837;61440;19116032;600;704;/workdir/work/af/f7a334c1d81cd5b2d23b094ed015c2;true;-
24;9a/0caaed;nf-9a0caaed7fe95affd012595a025008e3;preprocessing:preprocess;LT05_L1TP_183035_19940917_20180210_01_T1;preprocessing:preprocess (LT05_L1TP_183035_19940917_20180210_01_T1);COMPLETED;0;-;davidfrantz/force:3.6.5;2;1200000;-;4718592000;1;1625055850735;1625055864000;1625056072000;221265;207467;-;177.8;23.9;4018864128;5894713344;4018864128;5894766592;103281513;7761751;10018;1494;0;7888896;649;601;/workdir/work/9a/0caaed7fe95affd012595a025008e3;true;-
44;cc/715cf4;nf-cc715cf4e2c7f92ddabf563d8f6a79bb;preprocessing:preprocess;LT05_L1TP_183035_19910723_20180302_01_T1;preprocessing:preprocess (LT05_L1TP_183035_19910723_20180302_01_T1);COMPLETED;0;-;davidfrantz/force:3.6.5;2;1200000;-;4718592000;1;1625055856114;1625055868000;1625056073000;216886;203806;-;176.3;23.8;4006510592;5877755904;4006510592;5877809152;102427816;7170799;9908;1477;0;7299072;492;1584;/workdir/work/cc/715cf4e2c7f92ddabf563d8f6a79bb;true;-
4;8b/642f00;nf-8b642f005b4145801f931c5d9bc9582b;preprocessing:preprocess;LT05_L1TP_183035_19980421_20180210_01_T1;preprocessing:preprocess (LT05_L1TP_183035_19980421_20180210_01_T1);COMPLETED;0;-;davidfrantz/force:3.6.5;2;1200000;-;4718592000;1;1625055846837;1625055857000;1625056083000;236163;225902;-;174.6;24.3;4082085888;5960581120;4082085888;5960634368;121553576;18587021;11350;1823;0;18706432;818;851;/workdir/work/8b/642f005b4145801f931c5d9bc9582b;true;-
6;b2/8123e4;nf-b28123e4f6dd0ac35ef119a7f7e3c47a;preprocessing:preprocess;LT05_L1TP_183035_19980523_20180210_01_T1;preprocessing:preprocess (LT05_L1TP_183035_19980523_20180210_01_T1);COMPLETED;0;-;davidfrantz/force:3.6.5;2;1200000;-;4718592000;1;1625055847280;1625055856000;1625056078000;230720;221721;-;175.8;24.3;4082245632;5961752576;4082245632;5961805824;122205275;15527614;11292;1731;0;15654912;590;700;/workdir/work/b2/8123e4f6dd0ac35ef119a7f7e3c47a;true;-
12;9a/fb57c2;nf-9afb57c2c86e8bf1769f43cd5e1482e5;preprocessing:preprocess;LT05_L1TP_183035_19980811_20170717_01_T1;preprocessing:preprocess (LT05_L1TP_183035_19980811_20170717_01_T1);COMPLETED;0;-;davidfrantz/force:3.6.5;2;1200000;-;4718592000;1;1625055848512;1625055856000;1625056079000;230488;222734;-;176.7;24.3;4083126272;5960613888;4083126272;5960667136;113053009;15357108;11023;1727;0;15482880;622;764;/workdir/work/9a/fb57c2c86e8bf1769f43cd5e1482e5;true;-
