task_id;hash;native_id;process;tag;name;status;exit;module;container;cpus;time;disk;memory;attempt;submit;start;complete;duration;realtime;queue;%cpu;%mem;rss;vmem;peak_rss;peak_vmem;rchar;wchar;syscr;syscw;read_bytes;write_bytes;vol_ctxt;inv_ctxt;workdir;scratch;error_action
2;f6/15793f;nf-f615793fdf359df9ce72d3bac5d7ae8f;preprocessing:generateAnalysisMask;-;preprocessing:generateAnalysisMask;COMPLETED;0;-;davidfrantz/force:3.6.5;1;180000;-;524288000;1;1625238190883;1625238195000;1625238210000;19117;13688;-;91.4;0.1;24981504;86208512;25223168;86261760;69902430;4133408;26476;2363;3350528;6066176;521;69;/workdir/work/f6/15793fdf359df9ce72d3bac5d7ae8f;true;-
1;02/ae2672;nf-02ae2672f6a41b3b8e8ef6e6cd9f43ed;preprocessing:generateTileAllowList;-;preprocessing:generateTileAllowList;COMPLETED;0;-;davidfrantz/force;1;180000;-;524288000;1;1625238191327;1625238196000;1625238234000;42673;35810;-;75.5;0.1;31514624;398491648;31764480;398663680;71439673;4678881;27778;2473;54861824;6516736;583;59;/workdir/work/02/ae2672f6a41b3b8e8ef6e6cd9f43ed;true;-
6;c4/cfd559;nf-c4cfd559fe632b83be336bfc6c2f9bff;preprocessing:preprocess;LT05_L1TP_183035_19980523_20180210_01_T1;preprocessing:preprocess (LT05_L1TP_183035_19980523_20180210_01_T1);COMPLETED;0;-;davidfrantz/force:3.6.5;2;1200000;-;4718592000;1;1625238241019;1625238248000;1625238450000;208981;202197;-;174.9;24.3;4082618368;5961752576;4082618368;5961805824;122205296;15527618;11292;1731;0;15654912;743;739;/workdir/work/c4/cfd559fe632b83be336bfc6c2f9bff;true;-
12;06/5f8e1d;nf-065f8e1dac62e3b871f0aa753175d15d;preprocessing:preprocess;LT05_L1TP_183035_19980811_20170717_01_T1;preprocessing:preprocess (LT05_L1TP_183035_19980811_20170717_01_T1);COMPLETED;0;-;davidfrantz/force:3.6.5;2;1200000;-;4718592000;1;1625238241987;1625238251000;1625238452000;210013;200846;-;175.5;24.3;4082028544;5960613888;4082028544;5960667136;113053016;15357110;11023;1727;299008;15482880;616;701;/workdir/work/06/5f8e1dac62e3b871f0aa753175d15d;true;-
16;54/d85fb8;nf-54d85fb88c1cd08c2e0264ad47cacd86;preprocessing:preprocess;LT05_L1TP_183035_19950429_20180210_01_T1;preprocessing:preprocess (LT05_L1TP_183035_19950429_20180210_01_T1);COMPLETED;0;-;davidfrantz/force:3.6.5;2;1200000;-;4718592000;1;1625238242827;1625238250000;1625238457000;214173;207127;-;171.8;24.0;4029267968;5888933888;4029267968;5888987136;104937692;8109722;10005;1505;0;8232960;537;626;/workdir/work/54/d85fb88c1cd08c2e0264ad47cacd86;true;-
13;0e/f24686;nf-0ef2468653a4613ce277bc3b3bce5292;preprocessing:preprocess;LT05_L1TP_183035_19950718_20180210_01_T1;preprocessing:preprocess (LT05_L1TP_183035_19950718_20180210_01_T1);COMPLETED;0;-;davidfrantz/force:3.6.5;2;1200000;-;4718592000;1;1625238242096;1625238253000;1625238474000;231904;220356;-;171.9;23.8;3994230784;5860831232;3994230784;5860884480;101252326;6503411;9764;1457;0;6631424;520;831;/workdir/work/0e/f2468653a4613ce277bc3b3bce5292;true;-
3;f5/3123f2;nf-f53123f27c76444b5247f0cb4ab65337;preprocessing:preprocess;LT05_L1TP_183035_20040811_20180309_01_T1;preprocessing:preprocess (LT05_L1TP_183035_20040811_20180309_01_T1);COMPLETED;0;-;davidfrantz/force:3.6.5;2;1200000;-;4718592000;1;1625238240319;1625238249000;1625238476000;235681;227172;-;177.6;24.2;4072439808;5942378496;4072439808;5942431744;112434006;18999711;10912;1837;3137536;19116032;509;639;/workdir/work/f5/3123f27c76444b5247f0cb4ab65337;true;-
9;8c/64b077;nf-8c64b077ab1b15e90bb9c7d292201761;preprocessing:preprocess;LT05_L1TP_183035_19970301_20180210_01_T1;preprocessing:preprocess (LT05_L1TP_183035_19970301_20180210_01_T1);COMPLETED;0;-;davidfrantz/force:3.6.5;2;1200000;-;4718592000;1;1625238241422;1625238248000;1625238481000;239578;232415;-;179.1;24.3;4077785088;5954916352;4077785088;5954969600;149050607;16283077;11754;1736;0;16379904;680;896;/workdir/work/8c/64b077ab1b15e90bb9c7d292201761;true;-
19;e7/9cc187;nf-e79cc187cd1d382e22f3e3bd7c491c5e;preprocessing:preprocess;LT05_L1TP_183035_19980304_20180210_01_T1;preprocessing:preprocess (LT05_L1TP_183035_19980304_20180210_01_T1);COMPLETED;0;-;davidfrantz/force:3.6.5;2;1200000;-;4718592000;1;1625238243097;1625238252000;1625238480000;236903;227607;-;173.3;24.2;4069867520;5943422976;4069867520;5943476224;119252147;13249878;11097;1661;0;13381632;901;815;/workdir/work/e7/9cc187cd1d382e22f3e3bd7c491c5e;true;-
24;3a/59ff63;nf-3a59ff63b89310d92c1f3b1cdd0f36df;preprocessing:preprocess;LT05_L1TP_183035_19940917_20180210_01_T1;preprocessing:preprocess (LT05_L1TP_183035_19940917_20180210_01_T1);COMPLETED;0;-;davidfrantz/force:3.6.5;2;1200000;-;4718592000;1;1625238243765;1625238252000;1625238483000;239235;230680;-;173.8;23.9;4018200576;5894713344;4018200576;5894766592;103281515;7761754;10017;1494;0;7888896;608;834;/workdir/work/3a/59ff63b89310d92c1f3b1cdd0f36df;true;-
