task_id;hash;native_id;process;tag;name;status;exit;module;container;cpus;time;disk;memory;attempt;submit;start;complete;duration;realtime;queue;%cpu;%mem;rss;vmem;peak_rss;peak_vmem;rchar;wchar;syscr;syscw;read_bytes;write_bytes;vol_ctxt;inv_ctxt;workdir;scratch;error_action
1;86/d249bf;21105;preprocessing:generateAnalysisMask;-;preprocessing:generateAnalysisMask;COMPLETED;0;-;davidfrantz/force:3.6.5;1;180000;-;524288000;1;1625211780352;1625211780370;1625211787234;6882;2442;-;524.3;0.0;22290432;77328384;22294528;77381632;69809321;2822732;26457;2042;57610240;4096000;188;14;/data/Jakku/fonda/B5-EO-01-NF/work/86/d249bf6bb130a7db9bf4b4492a98de;-;-
2;89/8e820c;21107;preprocessing:generateTileAllowList;-;preprocessing:generateTileAllowList;COMPLETED;0;-;davidfrantz/force;1;180000;-;524288000;1;1625211780362;1625211780379;1625211799010;18648;14904;-;300.8;0.0;10182656;124313600;31625216;124428288;69811584;3905120;27551;2291;1002725376;5644288;2382;3617;/data/Jakku/fonda/B5-EO-01-NF/work/89/8e820c2929175e8049fd89e93affcf;-;-
34;27/b25fe7;39873;preprocessing:preprocess;LE07_L1TP_182036_20050425_20170115_01_T1;preprocessing:preprocess (LE07_L1TP_182036_20050425_20170115_01_T1);COMPLETED;0;-;davidfrantz/force:3.6.5;2;1200000;-;4718592000;1;1625211799291;1625211799364;1625212255904;456613;452898;-;116.3;0.5;4023967744;12868407296;4023967744;12868460544;102177545;85711758;14984;4184;71876608;86233088;5285;1513;/data/Jakku/fonda/B5-EO-01-NF/work/27/b25fe717ab55684df912c0766d61d5;-;-
38;08/f30712;39386;preprocessing:preprocess;LE07_L1TP_182036_20040117_20170122_01_T1;preprocessing:preprocess (LE07_L1TP_182036_20040117_20170122_01_T1);COMPLETED;0;-;davidfrantz/force:3.6.5;2;1200000;-;4718592000;1;1625211799200;1625211799251;1625212269009;469809;466482;-;120.5;0.5;4018548736;12861579264;4018548736;12861632512;107893496;89329770;14974;4285;80056320;89817088;1506;674;/data/Jakku/fonda/B5-EO-01-NF/work/08/f307125335ca0d12b58bfe5da3bd69;-;-
13;dd/f6309a;41140;preprocessing:preprocess;LE07_L1TP_182036_20040913_20170119_01_T1;preprocessing:preprocess (LE07_L1TP_182036_20040913_20170119_01_T1);COMPLETED;0;-;davidfrantz/force:3.6.5;2;1200000;-;4718592000;1;1625211799502;1625211799544;1625212269877;470375;462083;-;118.1;0.5;4029448192;12875046912;4029448192;12875100160;102617607;77301833;14970;3913;70270976;77795328;1346;758;/data/Jakku/fonda/B5-EO-01-NF/work/dd/f6309ab26f9364937cb925dcf4d07d;-;-
47;77/4fc575;40043;preprocessing:preprocess;LT05_L1TP_182036_19990823_20180210_01_T1;preprocessing:preprocess (LT05_L1TP_182036_19990823_20180210_01_T1);COMPLETED;0;-;davidfrantz/force:3.6.5;2;1200000;-;4718592000;1;1625211799317;1625211799370;1625212277910;478593;473705;-;121.3;0.5;4004298752;12844691456;4004298752;12844744704;119831130;92578033;14569;4341;88014848;93024256;3833;1889;/data/Jakku/fonda/B5-EO-01-NF/work/77/4fc5751c0af4804669ae47ab3a70cd;-;-
46;c3/515596;40714;preprocessing:preprocess;LT05_L1TP_182036_19930705_20170717_01_T1;preprocessing:preprocess (LT05_L1TP_182036_19930705_20170717_01_T1);COMPLETED;0;-;davidfrantz/force:3.6.5;2;1200000;-;4718592000;1;1625211799447;1625211799535;1625212281667;482220;478006;-;120.7;0.5;3965153280;12797607936;3965153280;12797661184;113733655;100342745;14628;4627;82026496;100868096;5463;1812;/data/Jakku/fonda/B5-EO-01-NF/work/c3/51559673d1547fad58632ed5c9d72f;-;-
39;3a/b78e3f;39298;preprocessing:preprocess;LT05_L1TP_182036_20010305_20180311_01_T1;preprocessing:preprocess (LT05_L1TP_182036_20010305_20180311_01_T1);COMPLETED;0;-;davidfrantz/force:3.6.5;2;1200000;-;4718592000;1;1625211799151;1625211799234;1625212283708;484557;482074;-;122.1;0.5;4000382976;12839002112;4000382976;12839055360;109001228;94104242;14702;4408;77553664;94580736;1353;771;/data/Jakku/fonda/B5-EO-01-NF/work/3a/b78e3f5b226780e0fd3ac482c3e6b6;-;-
63;9d/1206cd;40930;preprocessing:preprocess;LE07_L1TP_182036_20050409_20170115_01_T1;preprocessing:preprocess (LE07_L1TP_182036_20050409_20170115_01_T1);COMPLETED;0;-;davidfrantz/force:3.6.5;2;1200000;-;4718592000;1;1625211799476;1625211799539;1625212284454;484978;479365;-;117.7;0.5;4024090624;12867981312;4024090624;12868034560;103032732;84462850;14946;4115;70594560;84942848;3412;1492;/data/Jakku/fonda/B5-EO-01-NF/work/9d/1206cde8f278e19e9e4e6ebf49b7af;-;-
17;bf/ea705c;41465;preprocessing:preprocess;LT05_L1TP_182036_20040703_20180311_01_T1;preprocessing:preprocess (LT05_L1TP_182036_20040703_20180311_01_T1);COMPLETED;0;-;davidfrantz/force:3.6.5;2;1200000;-;4718592000;1;1625211799544;1625211799637;1625212285375;485831;476668;-;122.5;0.5;3997851648;12841857024;3997851648;12841910272;118705092;100954964;14784;4692;88301568;101502976;1423;1008;/data/Jakku/fonda/B5-EO-01-NF/work/bf/ea705cb2d734ff1a2ff542d73ba19e;-;-
