task_id;hash;native_id;process;tag;name;status;exit;module;container;cpus;time;disk;memory;attempt;submit;start;complete;duration;realtime;queue;%cpu;%mem;rss;vmem;peak_rss;peak_vmem;rchar;wchar;syscr;syscw;read_bytes;write_bytes;vol_ctxt;inv_ctxt;workdir;scratch;error_action
2;66/4393a7;nf-664393a70be82bc006204845d318c4f6;preprocessing:generateAnalysisMask;-;preprocessing:generateAnalysisMask;COMPLETED;0;-;davidfrantz/force:3.6.5;1;180000;-;524288000;1;1625291317615;1625291322000;1625291338000;20385;14002;-;92.9;0.1;25055232;86208512;25292800;86261760;69896824;3789297;26477;2279;6754304;5574656;504;82;/workdir/work/66/4393a70be82bc006204845d318c4f6;true;-
1;c0/26bb80;nf-c026bb805761921cb3aed16df83c29b5;preprocessing:generateTileAllowList;-;preprocessing:generateTileAllowList;COMPLETED;0;-;davidfrantz/force;1;180000;-;524288000;1;1625291317484;1625291322000;1625291355000;37516;32293;-;84.6;0.1;31584256;398278656;31825920;398450688;71375194;4842738;27762;2513;54861824;6762496;588;53;/workdir/work/c0/26bb805761921cb3aed16df83c29b5;true;-
27;be/c577d9;nf-bec577d98f823001a3b78b684f0754ee;preprocessing:preprocess;LT05_L1TP_183035_19991102_20180210_01_T1;preprocessing:preprocess (LT05_L1TP_183035_19991102_20180210_01_T1);COMPLETED;0;-;davidfrantz/force:3.6.5;2;1200000;-;4718592000;1;1625291368024;1625291382000;1625291581000;212976;198366;-;177.5;24.0;4026761216;5902303232;4026761216;5902356480;109158326;7150263;10140;1474;0;7266304;566;694;/workdir/work/be/c577d98f823001a3b78b684f0754ee;true;-
48;d4/2dcc55;nf-d42dcc55d07341ec001451943269e3e9;preprocessing:preprocess;LE07_L1TP_183035_20001112_20170209_01_T1;preprocessing:preprocess (LE07_L1TP_183035_20001112_20170209_01_T1);COMPLETED;0;-;davidfrantz/force:3.6.5;2;1200000;-;4718592000;1;1625291373964;1625291388000;1625291589000;215036;201038;-;180.0;24.3;4090683392;5971046400;4090683392;5971099648;133634340;11881296;11872;1621;0;12005376;707;896;/workdir/work/d4/2dcc55d07341ec001451943269e3e9;true;-
39;e1/bfe1a4;nf-e1bfe1a41fa88992c799f76ca99a8fda;preprocessing:preprocess;LT05_L1TP_183035_20010515_20180311_01_T1;preprocessing:preprocess (LT05_L1TP_183035_20010515_20180311_01_T1);COMPLETED;0;-;davidfrantz/force:3.6.5;2;1200000;-;4718592000;1;1625291371425;1625291386000;1625291599000;227575;212995;-;174.7;24.4;4096897024;5967450112;4096897024;5967503360;123459680;11360764;11381;1604;0;11481088;775;1879;/workdir/work/e1/bfe1a41fa88992c799f76ca99a8fda;true;-
3;fd/23cc13;nf-fd23cc1326cedbfa48f01228cfbb8a66;preprocessing:preprocess;LT05_L1TP_183035_20040811_20180309_01_T1;preprocessing:preprocess (LT05_L1TP_183035_20040811_20180309_01_T1);COMPLETED;0;-;davidfrantz/force:3.6.5;2;1200000;-;4718592000;1;1625291364151;1625291372000;1625291608000;243849;235296;-;174.4;24.2;4072251392;5942378496;4072251392;5942431744;112434016;18999713;10913;1837;0;19116032;500;766;/workdir/work/fd/23cc1326cedbfa48f01228cfbb8a66;true;-
4;12/0b7773;nf-120b77737768dbee332e75d7187fd765;preprocessing:preprocess;LT05_L1TP_183035_19980421_20180210_01_T1;preprocessing:preprocess (LT05_L1TP_183035_19980421_20180210_01_T1);COMPLETED;0;-;davidfrantz/force:3.6.5;2;1200000;-;4718592000;1;1625291364236;1625291373000;1625291601000;236764;227200;-;176.9;24.3;4082851840;5960581120;4082851840;5960634368;121553912;18587019;11350;1823;0;18706432;651;1223;/workdir/work/12/0b77737768dbee332e75d7187fd765;true;-
5;0d/e9415c;nf-0de9415c25c8305b78649839302f3b0d;preprocessing:preprocess;LE07_L1TP_183035_20000824_20170210_01_T1;preprocessing:preprocess (LE07_L1TP_183035_20000824_20170210_01_T1);COMPLETED;0;-;davidfrantz/force:3.6.5;2;1200000;-;4718592000;1;1625291364365;1625291374000;1625291600000;235635;226034;-;168.8;24.0;4033593344;5912489984;4033593344;5912543232;115887202;8095620;10576;1505;0;8216576;565;725;/workdir/work/0d/e9415c25c8305b78649839302f3b0d;true;-
6;76/2277b7;nf-762277b7acc79a6f854ca5f88f7e537b;preprocessing:preprocess;LT05_L1TP_183035_19980523_20180210_01_T1;preprocessing:preprocess (LT05_L1TP_183035_19980523_20180210_01_T1);COMPLETED;0;-;davidfrantz/force:3.6.5;2;1200000;-;4718592000;1;1625291364589;1625291378000;1625291598000;233411;220060;-;176.9;24.3;4083032064;5961752576;4083032064;5961805824;122205296;15527618;11293;1731;0;15654912;709;761;/workdir/work/76/2277b7acc79a6f854ca5f88f7e537b;true;-
12;b0/8c48a8;nf-b08c48a8c6f88381a7075480403b9c33;preprocessing:preprocess;LT05_L1TP_183035_19980811_20170717_01_T1;preprocessing:preprocess (LT05_L1TP_183035_19980811_20170717_01_T1);COMPLETED;0;-;davidfrantz/force:3.6.5;2;1200000;-;4718592000;1;1625291365715;1625291377000;1625291608000;242285;230809;-;177.4;24.3;4081811456;5960613888;4081811456;5960667136;113053003;15357108;11023;1727;0;15482880;614;2430;/workdir/work/b0/8c48a8c6f88381a7075480403b9c33;true;-
