task_id;hash;native_id;process;tag;name;status;exit;module;container;cpus;time;disk;memory;attempt;submit;start;complete;duration;realtime;queue;%cpu;%mem;rss;vmem;peak_rss;peak_vmem;rchar;wchar;syscr;syscw;read_bytes;write_bytes;vol_ctxt;inv_ctxt;workdir;scratch;error_action
1;f1/4194ac;nf-f14194ac27f4e0b206fe3a842c63dcec;preprocessing:generateAnalysisMask;-;preprocessing:generateAnalysisMask;COMPLETED;0;-;davidfrantz/force:3.6.5;1;180000;-;524288000;1;1624525622964;1624525627000;1624525642000;19036;14262;-;91.9;0.1;24915968;86208512;25157632;86261760;69862900;3985930;26472;2327;3362816;5844992;516;55;/workdir/work/f1/4194ac27f4e0b206fe3a842c63dcec;true;-
2;46/88a990;nf-4688a9902c6cae076f6ad87731b7ccda;preprocessing:generateTileAllowList;-;preprocessing:generateTileAllowList;COMPLETED;0;-;davidfrantz/force;1;180000;-;524288000;1;1624525623141;1624525628000;1624525665000;41859;36158;-;75.9;0.1;29347840;398491648;29356032;398663680;71497148;4646106;27793;2465;54521856;6496256;575;75;/workdir/work/46/88a9902c6cae076f6ad87731b7ccda;true;-
27;f2/098a39;nf-f2098a3907a41d83341dd1f240705adf;preprocessing:preprocess;LT05_L1TP_183035_19991102_20180210_01_T1;preprocessing:preprocess (LT05_L1TP_183035_19991102_20180210_01_T1);COMPLETED;0;-;davidfrantz/force:3.6.5;2;1200000;-;4718592000;1;1624525673797;1624525682000;1624525875000;201203;193314;-;175.7;24.0;4026621952;5902303232;4026621952;5902356480;109158292;7150259;10140;1474;0;7266304;481;584;/workdir/work/f2/098a3907a41d83341dd1f240705adf;true;-
3;db/0a75f2;nf-db0a75f292ad9bb3b5ec148cd2428e56;preprocessing:preprocess;LT05_L1TP_183035_20040811_20180309_01_T1;preprocessing:preprocess (LT05_L1TP_183035_20040811_20180309_01_T1);COMPLETED;0;-;davidfrantz/force:3.6.5;2;1200000;-;4718592000;1;1624525669945;1624525677000;1624525887000;217055;209304;-;179.7;24.2;4074102784;5942378496;4074102784;5942431744;112433992;18999709;10912;1837;0;19116032;516;856;/workdir/work/db/0a75f292ad9bb3b5ec148cd2428e56;true;-
4;be/5bc799;nf-be5bc799aef6f65b2e28a682120eca63;preprocessing:preprocess;LT05_L1TP_183035_19980421_20180210_01_T1;preprocessing:preprocess (LT05_L1TP_183035_19980421_20180210_01_T1);COMPLETED;0;-;davidfrantz/force:3.6.5;2;1200000;-;4718592000;1;1624525669759;1624525676000;1624525901000;231241;224376;-;176.5;24.3;4081680384;5960581120;4081680384;5960634368;121552189;18587020;11351;1823;0;18706432;796;878;/workdir/work/be/5bc799aef6f65b2e28a682120eca63;true;-
12;b7/c4f4f6;nf-b7c4f4f64949e8beaee9c7a7af46503a;preprocessing:preprocess;LT05_L1TP_183035_19980811_20170717_01_T1;preprocessing:preprocess (LT05_L1TP_183035_19980811_20170717_01_T1);COMPLETED;0;-;davidfrantz/force:3.6.5;2;1200000;-;4718592000;1;1624525671439;1624525681000;1624525902000;230561;221110;-;174.4;24.3;4084252672;5960613888;4084252672;5960667136;113051619;15357106;11023;1727;0;15482880;613;825;/workdir/work/b7/c4f4f64949e8beaee9c7a7af46503a;true;-
23;95/c260f7;nf-95c260f7e082ec88520089b27392575a;preprocessing:preprocess;LT05_L1TP_183035_19900602_20180210_01_T1;preprocessing:preprocess (LT05_L1TP_183035_19900602_20180210_01_T1);COMPLETED;0;-;davidfrantz/force:3.6.5;2;1200000;-;4718592000;1;1624525673164;1624525681000;1624525912000;238836;230957;-;174.6;23.7;3980713984;5842857984;3980713984;5842911232;115822968;9596752;10243;1551;0;9715712;538;3300;/workdir/work/95/c260f7e082ec88520089b27392575a;true;-
24;61/ea5fa3;nf-61ea5fa3f2369e8e4c48b1e6def9e6e4;preprocessing:preprocess;LT05_L1TP_183035_19940917_20180210_01_T1;preprocessing:preprocess (LT05_L1TP_183035_19940917_20180210_01_T1);COMPLETED;0;-;davidfrantz/force:3.6.5;2;1200000;-;4718592000;1;1624525673387;1624525682000;1624525913000;239613;230578;-;177.7;23.9;4018348032;5894713344;4018348032;5894766592;103280124;7761750;10018;1494;0;7888896;495;739;/workdir/work/61/ea5fa3f2369e8e4c48b1e6def9e6e4;true;-
32;4c/bdb672;nf-4cbdb6729915a0a9360ffb60f845e57f;preprocessing:preprocess;LT05_L1TP_183035_19870423_20170213_01_T1;preprocessing:preprocess (LT05_L1TP_183035_19870423_20170213_01_T1);COMPLETED;0;-;davidfrantz/force:3.6.5;2;1200000;-;4718592000;1;1624525675108;1624525687000;1624525912000;236892;224950;-;176.8;24.0;4030398464;5893734400;4030398464;5893787648;135120550;13302452;11643;1662;0;13418496;497;710;/workdir/work/4c/bdb6729915a0a9360ffb60f845e57f;true;-
6;b3/cf96d1;nf-b3cf96d1ea0ff7d2f34637b21da10d52;preprocessing:preprocess;LT05_L1TP_183035_19980523_20180210_01_T1;preprocessing:preprocess (LT05_L1TP_183035_19980523_20180210_01_T1);COMPLETED;0;-;davidfrantz/force:3.6.5;2;1200000;-;4718592000;1;1624525670356;1624525681000;1624525919000;248644;237918;-;172.3;24.3;4083691520;5961752576;4083691520;5961805824;122203899;15527614;11292;1731;0;15654912;758;766;/workdir/work/b3/cf96d1ea0ff7d2f34637b21da10d52;true;-
